target,projectile,energy,yield
Fe,N,3043.164254,1.032052342
Fe,N,3109.701074,1.401127094
Fe,N,4163.112305,1.705768584
Fe,N,4071.455034,0.994449833
Fe,N,4911.075675,1.106980077
Fe,N,6118.736156,1.89732538
Fe,N,8103.349765,1.982423752
Fe,N,6047.760639,1.188602419
Fe,N,6992.919285,1.028703616
Fe,N,7926.680879,1.253184856
Fe,Ne,31.75592865,0.017169093
Fe,Ne,52.5778617,0.087792941
Fe,Ne,102.9849406,0.072244222
Fe,Ne,100.8439005,0.186731534
Fe,Ne,105.1714376,0.294704108
Fe,Ne,206.0006606,0.215369061
Fe,Ne,201.7179405,0.393481026
Fe,Ne,210.3743081,0.566814889
Fe,Ne,307.0621436,0.619884641
Fe,Ne,307.0621436,0.666855492
Fe,Ne,407.7570324,0.559897612
Fe,Ne,403.4961694,0.792144461
Fe,Ne,508.3986394,0.629794936
Fe,Ne,614.2160601,0.664659298
Fe,Ne,508.3986394,0.890990826
Fe,Ne,530.2156651,0.993957213
Fe,Ne,595.1617834,1.058972457
Fe,Ne,696.7318971,0.782907638
Fe,Ne,711.5243726,0.701593944
Fe,Ne,807.1129333,0.818902449
Fe,Ne,896.5091873,0.81849325
Fe,Ne,1038.540309,0.856124139
Fe,Ne,1049.50715,1.563911241
Fe,Ne,2099.32797,2.106822686
Fe,Ne,5235.740365,2.215797855
Fe,Ne,10473.04556,2.228756366
Fe,Ne,20949.22124,1.884768528
Fe,Ne,45578.4051,1.351785753
Fe,Ne,52799.24802,1.350840179
Fe,Ar,60.76326167,0.06694741
Fe,Ar,101.2790556,0.102638136
Fe,Ar,101.1482206,0.206282531
Fe,Ar,151.4897282,0.384587633
Fe,Ar,151.523675,0.34076005
Fe,Ar,199.9107991,0.347006935
Fe,Ar,195.5285545,0.547537086
Fe,Ar,258.0570066,0.4628732
Fe,Ar,247.1141819,0.671697836
Fe,Ar,292.9996977,0.764967306
Fe,Ar,340.2999049,0.611686503
Fe,Ar,403.2244788,0.992191943
Fe,Ar,412.1550976,0.72302123
Fe,Ar,493.9236496,0.823403086
Fe,Ar,509.7639331,1.029435681
Fe,Ar,617.3167636,1.310864384
Fe,Ar,567.2054468,0.937786274
Fe,Ar,644.5197535,1.010067605
Fe,Ar,780.6924725,1.129068521
Fe,Ar,1007.991107,1.334435355
Fe,Ar,1992.826289,1.898525152
Fe,Ar,3051.549705,2.243230138
Fe,Ar,2986.560645,2.508380369
Fe,Ar,4025.328756,2.507170132
Fe,Ar,4111.362686,2.751625514
Fe,Ar,5906.141469,3.07495964
Fe,Ar,7959.832373,3.19005396
Fe,Ar,8128.838102,3.771724353
Fe,Ar,10062.27533,3.435340169
Fe,Ar,10059.50086,3.986966037
Fe,Ar,11931.51632,3.769384809
Fe,Ar,13851.46401,3.839279948
Fe,Ar,15740.60638,3.984080955
Fe,Ar,18669.19946,3.837427583
Fe,Ar,20774.32514,3.36803542
Fe,Ar,45752.25127,2.339821986
Fe,Ar,10084.84627,1.024479659
Fe,Ar,5049.448756,0.549759295
Fe,Ar,2995.324198,0.515519401
Fe,Ar,1976.322421,0.535433003
Fe,Kr,101.5993657,0.125338621
Fe,Kr,208.0468293,0.27386467
Fe,Kr,203.483762,0.394263631
Fe,Kr,250.7407417,0.36637505
Fe,Kr,305.0315543,0.661978857
Fe,Kr,404.2966006,0.63208464
Fe,Kr,407.9959198,0.909900066
Fe,Kr,508.2034959,0.764907797
Fe,Kr,600.0292135,0.942798525
Fe,Kr,611.9883349,1.284967737
Fe,Kr,708.7974194,1.013661025
Fe,Kr,708.4700161,1.15152394
Fe,Kr,819.6752522,1.215785229
Fe,Kr,890.9336328,1.237890782
Fe,Kr,1029.487488,1.847497966
Fe,Kr,1009.036788,1.484799943
Fe,Kr,2004.696661,2.424197073
Fe,Kr,4156.308137,3.066651745
Fe,Kr,6169.728272,4.330855919
Fe,Kr,8086.272233,5.145802681
Fe,Kr,10274.44247,5.68484893
Fe,Kr,12264.9473,6.001648715
Fe,Kr,14492.05847,5.999272427
Fe,Kr,18229.24222,5.996006567
Fe,Kr,19812.69171,6.217259957
Fe,Kr,22924.11058,6.445720322
Fe,Kr,45700.89723,4.081083636
Fe,Xe,98.48081212,0.06210943
Fe,Xe,198.7576234,0.241542699
Fe,Xe,196.6978827,0.301202538
Fe,Xe,297.7313962,0.422574471
Fe,Xe,297.8046494,0.551718474
Fe,Xe,392.6757387,0.856902034
Fe,Xe,409.6268337,0.674565317
Fe,Xe,506.6897709,0.871919257
Fe,Xe,600.7192476,1.20214646
Fe,Xe,697.0877978,1.329318484
Fe,Xe,783.574985,1.525212476
Fe,Xe,909.2698948,1.671122995
Fe,Xe,1022.065023,1.882446013
Fe,Xe,600.7447278,1.258709064
Fe,Xe,3022.006803,4.367716196
Fe,Xe,3983.437765,4.783121684
Fe,Xe,4979.266345,5.336392218
Fe,Xe,8031.682561,6.46077057
Fe,Xe,12027.27877,7.969609301
Fe,Xe,16021.99959,8.183149027
Fe,Xe,20027.54525,9.21404584
Fe,Xe,22750.21156,9.380295327
Fe,Xe,44867.24622,4.914574296
Fe,Cs,52.74997064,0.00283921
Fe,Cs,105.8501208,0.061942567
Fe,Cs,212.4029253,0.343499041
Fe,Cs,535.0508542,0.907822356
Fe,Cs,1073.653632,1.502275667
Fe,Cs,2124.029253,2.395747647
Fe,Cs,3117.648583,3.595456503
Fe,Cs,5350.508542,3.86504133
Fe,Cs,6167.703061,6.407328459
Fe,Cs,10736.53632,5.584101156
Fe,Cs,12376.35028,7.885121396
Fe,Cs,16681.00537,8.694888615
Fe,Cs,18689.81223,9.131486118
Fe,Cs,20644.99656,8.906035278
Fe,Cs,21544.3469,7.871079483
Fe,Cs,21544.3469,6.460845996
Fe,Hg,49.35913567,0.001415131
Fe,Hg,59.98962761,0.004983235
Fe,Hg,99.87805423,0.013885143
Fe,Hg,90.33596185,0.016099496
Fe,Hg,99.65380643,0.0254181
Fe,Hg,118.2559812,0.025738415
Fe,Hg,108.4004185,0.037728719
Fe,Hg,128.6117047,0.040137186
Fe,Hg,148.3331148,0.040143324
Fe,Hg,116.2817926,0.051366639
Fe,Hg,128.4053806,0.061817746
Fe,Hg,150.2437354,0.059581181
Fe,Hg,173.2742678,0.06033017
Fe,Hg,150.1266168,0.073487371
Fe,Hg,196.8598985,0.074421414
Fe,Hg,175.5544574,0.083152653
Fe,Hg,199.5602825,0.088456765
Fe,Hg,202.3441131,0.098848257
Fe,Hg,211.124389,0.107771068
Fe,Hg,168.0143765,0.111808041
Fe,Hg,226.515984,0.139660995
Fe,Hg,207.7236737,0.183203627
Fe,Hg,250.0637992,0.180992826
Fe,Hg,239.3454926,0.23743253
Fe,Hg,260.5559501,0.285736418
Fe,Hg,300.5649298,0.272016884
Fe,Hg,300.3719655,0.323312397
Fe,Hg,346.3358796,0.348211393
Fe,Hg,351.1672037,0.389117656
Fe,Hg,404.7925458,0.451290061
Fe,Hg,398.9305445,0.491996912
Fe,Hg,398.8573519,0.516890462
Fe,Hg,788.6049262,1.197103449
Fe,Hg,3996.338777,3.063200436
Fe,Hg,6039.219339,3.826754779
Fe,Hg,8034.075169,3.734611035
Fe,Hg,10092.25923,3.924531045
Fe,Hg,9131.002292,4.173846387
Fe,Hg,12309.79834,5.27834277
Fe,Hg,13994.35968,5.47815684
Fe,Hg,15240.11171,5.972931778
Fe,Hg,19147.86449,5.974393246
Fe,Hg,20571.14818,5.413208126
Fe,Hg,27343.55787,6.5967816
Fe,Hg,34827.63572,7.746623674
Fe,Hg,46310.54163,8.552981962
Fe,Hg,49714.07609,9.558331282
Fe,Hg,56540.64581,8.877437678
Fe,Hg,67070.35611,9.921986675
Fe,Hg,79590.24404,10.04702223
Fe,Hg,89208.45372,10.17301123
Fe,Hg,101430.3377,10.17441131
Fe,Pb,106.1710308,0.031389263
Fe,Pb,214.3299918,0.235095673
Fe,Pb,538.7638674,0.57215109
Fe,Pb,1094.15312,1.277094916
Fe,Pb,1030.758811,2.199250392
Fe,Pb,2131.171124,2.339368902
Fe,Pb,2067.119847,3.516716338
Fe,Pb,3121.735959,4.285231108
Fe,Pb,5365.674919,4.129332253
Fe,Pb,5207.914357,5.41883066
Fe,Pb,10770.38765,5.486184215
Fe,Pb,13314.02844,7.753271257
Fe,Pb,15576.09053,7.471203364
Fe,Pb,18478.33224,7.65808481
Fe,Pb,20412.67532,7.947208228
Fe,Pb,21620.45705,7.199397242
Fe,Pb,53755.93529,8.99213174
Co,H,101.9597203,0.00025991
Co,H,201.7365858,0.004978991
Co,H,516.3908605,0.013793369
Co,H,1038.038126,0.015134292
Co,H,2087.13486,0.014605673
Co,H,5188.311778,0.010612559
Co,H,10218.08953,0.007996154
Co,D,105.5468052,0.01007299
Co,D,210.9856487,0.028295204
Co,D,530.8547462,0.038894939
Co,D,1064.753745,0.043926081
Co,D,2106.337762,0.044405453
Co,D,5314.457917,0.028801213
Co,D,10674.47272,0.022205647
Co,He,102.7793374,0.009870388
Co,He,103.3664852,0.04661027
Co,He,203.1450056,0.042381443
Co,He,210.2118161,0.083958831
Co,He,300.9133258,0.07503902
Co,He,409.3412096,0.110481659
Co,He,527.908265,0.140339765
Co,He,599.4063354,0.151029614
Co,He,1049.113049,0.149304792
Co,He,2085.257758,0.166353008
Co,He,5222.023727,0.129146938
Co,He,10368.24072,0.107061174
Co,Ne,32.19550953,0.020825607
Co,Ne,53.16437155,0.098595977
Co,Ne,103.3538492,0.086490271
Co,Ne,105.7763426,0.324529987
Co,Ne,205.7750677,0.416471468
Co,Ne,212.4606211,0.649022061
Co,Ne,305.6411251,0.641699167
Co,Ne,409.0774813,0.871540578
Co,Ne,536.2409639,1.162606709
Co,Ne,607.2917522,1.004963143
Co,Ne,1076.398179,1.633114718
Co,Ne,2137.938599,2.076617178
Co,Ne,5391.033378,2.219726506
Co,Ne,10815.95476,2.354688713
Co,Ar,35.24681433,0.002161604
Co,Ar,40.00634075,0.006056684
Co,Ar,44.90573375,0.011297241
Co,Ar,49.36592037,0.020696844
Co,Ar,59.61252371,0.045002691
Co,Ar,60.87738589,0.050155793
Co,Ar,69.74617171,0.078064768
Co,Ar,79.0712154,0.114056502
Co,Ar,90.56684861,0.153606987
Co,Ar,100.4930265,0.153519168
Co,Ar,100.5390128,0.19775977
Co,Ar,94.46636218,0.20885896
Co,Ar,123.8699585,0.288804684
Co,Ar,147.9173038,0.406849947
Co,Ar,208.5571608,0.495477412
Co,Ar,196.0049441,0.593918282
Co,Ar,246.4926681,0.736961622
Co,Ar,291.1856862,0.835670673
Co,Ar,291.2427853,0.93146695
Co,Ar,389.8324298,1.134700455
Co,Ar,500.4282713,1.22923346
Co,Ar,591.1638293,1.393877676
Co,Ar,994.9232164,1.907444988
Co,Ar,2019.459496,2.828665171
Co,Ar,5045.457246,3.625528184
Co,Ar,9615.601548,3.814148314
Co,Ar,19914.59738,3.938853203
Co,Ar,28962.9305,4.302814213
Co,Ar,39161.04104,4.45392709
Co,Ar,48708.515,3.919528888
Co,Ar,58755.26867,4.691812311
Co,Ar,67968.63347,4.860754475
Co,Ar,77003.15896,4.857419909
Co,Ar,87244.27337,5.032900857
Co,Ar,96803.13166,4.939859881
Co,Co,53.11529331,0.01112833
Co,Co,60.49063079,0.187726967
Co,Co,102.8363839,0.164884065
Co,Co,122.7918786,0.204556391
Co,Co,224.6579211,0.24633145
Co,Co,359.0373317,0.31060114
Co,Co,211.3316669,0.507471886
Co,Co,506.6323562,0.495662703
Co,Co,534.4580135,1.086968636
Co,Co,714.7848254,0.722693576
Co,Co,1008.293138,0.962735323
Co,Co,1074.468012,1.778280862
Co,Co,2115.246504,2.658429735
Co,Co,5345.618735,3.827217554
Co,Co,10629.40454,4.565007681
Co,Co,21133.09768,5.065562547
Co,Co,45627.72041,3.576932308
Co,Kr,98.14752737,0.080972754
Co,Kr,193.9159465,0.307584105
Co,Kr,391.3653725,0.865187589
Co,Kr,589.0564678,1.373564501
Co,Kr,1482.642245,2.361031622
Co,Kr,44876.27036,5.465361496
Co,Kr,294.9361082,0.511027155
Co,Xe,99.81066101,0.090667311
Co,Xe,200.4634906,0.382381014
Co,Xe,304.2008009,0.606157613
Co,Xe,398.827829,0.935738961
Co,Xe,605.3257925,1.34246314
Co,Cs,100.1148081,0.00253302
Co,Cs,198.1036949,0.00304079
Co,Cs,52.0732781,0.002871334
Co,Cs,299.6160765,0.010416965
Co,Cs,398.5208049,0.023190443
Co,Cs,198.6622009,0.029740381
Co,Cs,103.4209577,0.068065889
Co,Cs,500.7708216,0.05100384
Co,Cs,300.575103,0.138654436
Co,Cs,405.4454189,0.266220924
Co,Cs,207.957849,0.363083492
Co,Cs,502.22848,0.537134141
Co,Cs,524.5137062,1.007027815
Co,Cs,1038.142192,1.4724549
Co,Cs,2114.438212,2.558285754
Co,Cs,5329.653134,4.228102494
Co,Cs,10545.97148,5.013487989
Co,Cs,21167.69119,6.24493346
Co,Hg,49.95593073,0.002677671
Co,Hg,60.20735983,0.005729032
Co,Hg,70.49459491,0.010071793
Co,Hg,81.33025866,0.014194568
Co,Hg,89.90369884,0.019050737
Co,Hg,97.94568174,0.022337978
Co,Hg,126.4628289,0.019722929
Co,Hg,99.42312831,0.030367336
Co,Hg,152.6316754,0.0751782
Co,Hg,176.0979017,0.107261387
Co,Hg,183.8917598,0.14051378
Co,Hg,206.1553166,0.17733257
Co,Hg,212.1962265,0.21318217
Co,Hg,227.8180816,0.210483061
Co,Hg,255.4617397,0.293072792
Co,Hg,282.2542326,0.323137659
Co,Hg,307.5115074,0.383579813
Co,Hg,359.7373387,0.472209331
Co,Hg,408.9764503,0.546779173
Co,Hg,4167.709516,3.617960634
Co,Hg,6208.281129,4.502013575
Co,Hg,7365.726007,5.275962678
Co,Hg,8252.727307,5.272122608
Co,Hg,10510.25277,5.666698658
Co,Hg,11445.19671,5.526125821
Co,Hg,12468.22536,6.322380847
Co,Hg,14579.1148,6.473185464
Co,Hg,15878.89618,6.795560295
Ni,H,103.3333735,0.000182066
Ni,H,80.03152789,0.000378084
Ni,H,90.80076722,0.00060027
Ni,H,100.8873027,0.000821971
Ni,H,100.8358196,0.001084772
Ni,H,150.5818477,0.002402039
Ni,H,200.3505297,0.002998237
Ni,H,211.1100052,0.004260477
Ni,H,255.3455446,0.005318356
Ni,H,406.6538768,0.007695869
Ni,H,451.9036014,0.009607411
Ni,H,513.0619215,0.01053714
Ni,H,512.9920906,0.011346223
Ni,H,751.0601732,0.011770166
Ni,H,1527.577515,0.009868013
Ni,H,1032.13361,0.010827473
Ni,H,1042.786373,0.012907102
Ni,H,1020.408396,0.017034063
Ni,H,1031.571806,0.014555977
Ni,H,2009.401039,0.019199535
Ni,H,2509.980171,0.01901941
Ni,H,2457.370526,0.019019734
Ni,H,3753.862283,0.01866485
Ni,H,3754.117771,0.017987062
Ni,H,2031.453293,0.016105777
Ni,H,2010.666423,0.013636286
Ni,H,2120.448899,0.012203511
Ni,H,4088.232089,0.013503069
Ni,H,4089.206031,0.011863355
Ni,H,5219.388796,0.009412842
Ni,H,8145.460774,0.008266861
Ni,H,50944.67561,0.004918147
Ni,H,25336.51936,0.003660422
Ni,H,50474.02663,0.002413058
Ni,H,25102.02252,0.001812648
Ni,D,40.85665932,0.000396505
Ni,D,82.41547252,0.00417685
Ni,D,107.6204275,0.008750233
Ni,D,155.1687149,0.012971747
Ni,D,214.4150654,0.023143154
Ni,D,257.4912632,0.025529326
Ni,D,313.5861524,0.029952416
Ni,D,543.106548,0.039712132
Ni,D,828.8158635,0.041664786
Ni,D,1023.869398,0.042676829
Ni,D,1083.337609,0.039624059
Ni,D,2161.135305,0.036714723
Ni,D,2100.823332,0.040527725
Ni,D,2100.506054,0.045850387
Ni,D,4192.043112,0.030072541
Ni,D,5403.850965,0.024063152
Ni,D,8362.017672,0.029637857
Ni,D,10783.32489,0.017420164
Ni,He,70.3365047,0.021729159
Ni,He,100.5405324,0.027315364
Ni,He,102.6367764,0.04199634
Ni,He,149.8377454,0.049516915
Ni,He,169.9671271,0.05628562
Ni,He,196.9110536,0.059462728
Ni,He,173.5355521,0.074068635
Ni,He,149.7676324,0.082666413
Ni,He,130.636487,0.081167089
Ni,He,209.6596746,0.087332616
Ni,He,253.2591403,0.124791332
Ni,He,269.8475425,0.084193433
Ni,He,306.0940672,0.097470058
Ni,He,306.1401195,0.082666413
Ni,He,49669.86165,0.060009415
Ni,He,100459.8964,0.065760487
Ni,He,101553.9607,0.046444216
Ni,He,10147.08157,0.113877727
Ni,He,7964.30206,0.175082703
Ni,He,5121.913461,0.148491335
Ni,He,5014.15995,0.191861958
Ni,He,2963.91608,0.202691832
Ni,He,1987.529685,0.222117039
Ni,He,1987.66258,0.206435971
Ni,He,2117.446844,0.17190722
Ni,He,4062.710785,0.222117039
Ni,He,3978.370861,0.210249271
Ni,He,4063.389946,0.184965453
Ni,He,3896.30279,0.17190722
Ni,He,1014.750562,0.108784239
Ni,He,369.7752172,0.128264983
Ni,He,410.743655,0.138008111
Ni,He,437.5704423,0.112840299
Ni,He,506.9614293,0.112840299
Ni,He,771.7139527,0.17190722
Ni,He,875.299136,0.218088492
Ni,He,1035.691422,0.210249271
Ni,He,875.5039956,0.168789331
Ni,He,1014.487683,0.144469917
Ni,He,1035.829929,0.181610726
Ni,He,1014.39442,0.159770876
Ni,He,496.1965634,0.181610726
Ni,He,599.5777843,0.181610726
Ni,He,599.6780154,0.151234278
Ni,He,599.7381622,0.135505051
Ni,He,517.6222848,0.143153794
Ni,He,485.9282503,0.159770876
Ni,N,61.35533442,0.047997633
Ni,N,91.25355199,0.072882295
Ni,N,132.8568507,0.137665659
Ni,N,163.7489079,0.159174442
Ni,N,185.4844621,0.269684356
Ni,N,598.5074876,0.409003089
Ni,N,818.4970674,0.692755132
Ni,N,1120.272587,0.744663375
Ni,N,1632.066825,0.986585425
Ni,N,2141.894227,1.151035681
Ni,N,2640.366947,1.215183658
Ni,N,2993.90918,1.171542146
Ni,N,3614.453793,1.192690002
Ni,N,4183.874914,1.354314303
Ni,N,4184.981912,1.170922443
Ni,N,4744.561839,1.23634225
Ni,N,5050.895524,1.404067684
Ni,N,5610.049304,1.170380472
Ni,N,6360.177034,1.235769998
Ni,N,7063.806168,1.068253943
Ni,N,8349.324913,1.235238859
Ni,O,98.60545158,0.024608489
Ni,O,150.4996947,0.061687307
Ni,O,200.895617,0.111795234
Ni,O,347.4904461,0.172093739
Ni,O,493.9150774,0.213466753
Ni,O,498.7962569,0.284910664
Ni,O,997.6529568,0.369318717
Ni,O,2986.994385,0.588396542
Ni,Ne,31.27174664,0.019160064
Ni,Ne,52.47208597,0.093976128
Ni,Ne,101.0352605,0.226693797
Ni,Ne,102.0650805,0.252826484
Ni,Ne,105.2595975,0.303235324
Ni,Ne,151.7224463,0.271650276
Ni,Ne,153.1059779,0.447940569
Ni,Ne,205.0427112,0.477052229
Ni,Ne,209.2231813,0.615360587
Ni,Ne,257.806404,0.603970729
Ni,Ne,304.6958939,0.582165051
Ni,Ne,298.2387265,0.711141477
Ni,Ne,359.72188,0.83724615
Ni,Ne,407.5205034,1.003953749
Ni,Ne,457.3401971,0.829194897
Ni,Ne,507.3559695,1.031184892
Ni,Ne,523.2485567,1.225587418
Ni,Ne,599.0402382,1.430031753
Ni,Ne,605.6402054,1.181397414
Ni,Ne,593.3628177,1.02147076
Ni,Ne,593.3921713,1.00306019
Ni,Ne,900.0330306,1.415719685
Ni,Ne,1020.43372,1.268979763
Ni,Ne,1041.032604,1.760411608
Ni,Ne,761.7911718,1.293166416
Ni,Ne,845.8134037,1.180462708
Ni,Ne,701.0574083,1.108151963
Ni,Ne,2116.350722,1.960096433
Ni,Ne,3018.857764,1.755975856
Ni,Ne,5190.900118,2.303796598
Ni,Ne,10336.27826,2.429025066
Ni,Ne,45096.88207,1.441442893
Ni,Ar,29.89386381,0.001879339
Ni,Ar,34.57893205,0.005955592
Ni,Ar,39.98638856,0.013555019
Ni,Ar,44.82369507,0.026980671
Ni,Ar,49.71967111,0.042561119
Ni,Ar,59.90093574,0.068942802
Ni,Ar,59.90958678,0.080987642
Ni,Ar,71.43260505,0.124337499
Ni,Ar,78.42673769,0.212590942
Ni,Ar,80.05288353,0.184225637
Ni,Ar,88.77904413,0.232372966
Ni,Ar,102.5783413,0.21236933
Ni,Ar,100.5107534,0.293080074
Ni,Ar,123.5975357,0.389903878
Ni,Ar,148.8329689,0.362713771
Ni,Ar,151.9896672,0.528078877
Ni,Ar,198.8365311,0.665664792
Ni,Ar,207.1709254,0.508904382
Ni,Ar,249.5940141,0.824350836
Ni,Ar,294.4730211,0.967749968
Ni,Ar,2074.520124,2.307807389
Ni,Ar,5095.171834,3.034719753
Ni,Ar,9866.594687,3.137209909
Ni,Ar,11885.29403,4.326031167
Ni,Ar,9978.121482,8.697912939
Ni,Ar,19919.89812,5.07163974
Ni,Ar,30110.01347,5.790637682
Ni,Ar,45019.03107,3.44126022
Ni,Ar,39383.05848,5.889025222
Ni,Ar,49426.9492,5.883830345
Ni,Ar,60765.42782,5.985241697
Ni,Ar,70211.57831,5.568751896
Ni,Ar,81130.06381,5.466935976
Ni,Ar,93749.4733,5.562500561
Ni,Ar,103948.6128,5.660643881
Ni,Ar,99733.19437,5.085288956
Ni,Ar,347.4327832,1.177481817
Ni,Ar,354.6138967,0.949903741
Ni,Ar,393.2938089,1.287048922
Ni,Ar,1038.335889,1.647165228
Ni,Ar,1017.37435,2.193267987
Ni,Ar,793.9790817,1.93695687
Ni,Ar,3039.836978,2.388333257
Ni,Ar,3040.227216,2.755844901
Ni,Ar,606.9624021,1.680401511
Ni,Ar,503.9758654,1.537718171
Ni,Ar,493.6433448,1.431632888
Ni,Ar,746.1149884,1.508150733
Ni,Ar,525.0835714,1.134272463
Ni,Ar,445.1084759,1.095106032
Ni,Ar,454.4542735,1.263517245
Ni,Ar,393.2243973,1.05712238
Ni,Ar,594.4326006,1.331797383
Ni,Ar,300.5595054,0.780707864
Ni,Ni,60.41876708,0.088212263
Ni,Ni,74.51854696,0.074820856
Ni,Ni,74.53091263,0.089758124
Ni,Ni,100.0589214,0.190823299
Ni,Ni,222.2570834,0.316668827
Ni,Ni,352.840464,0.493728085
Ni,Ni,499.0446231,0.722604455
Ni,Ni,808.8667923,0.873123314
Ni,Ni,1008.933352,1.726389888
Ni,Ni,3038.545099,3.049707855
Ni,Ni,45093.46538,3.652851036
Ni,Ni,61779.73913,3.615255107
Ni,Ni,94017.27483,4.062576488
Ni,Ni,93021.07022,3.417598358
Ni,Ni,93004.0936,2.797465981
Ni,Ni,122221.3765,3.985162717
Ni,Ni,122199.0707,3.262044266
Ni,Ni,122175.7554,2.645946672
Ni,Ni,120.8751672,0.210758563
Ni,Ni,120.8882046,0.237229363
Ni,Ni,152.3317223,0.331907174
Ni,Ni,150.7613899,0.383950761
Ni,Ni,152.3671128,0.428240933
Ni,Ni,204.4466602,0.508489855
Ni,Ni,204.4721042,0.582868542
Ni,Ni,307.9378033,0.69810238
Ni,Ni,307.968462,0.778663429
Ni,Ni,360.4742732,0.778179075
Ni,Ni,408.9086978,0.899713514
Ni,Ni,444.7891178,1.059512562
Ni,Ni,504.5272274,1.159886452
Ni,Ni,515.1692151,1.021042163
Ni,Ni,609.5041798,1.31651851
Ni,Ni,596.7847462,1.180408535
Ni,Kr,98.74737223,0.092416632
Ni,Kr,98.74737223,0.164719932
Ni,Kr,44630.8375,5.704479344
Ni,Kr,3032.157979,3.105099302
Ni,Kr,1500.012543,3.138992018
Ni,Kr,201.7179405,0.345711446
Ni,Kr,199.610086,0.481006514
Ni,Kr,248.8773658,0.531797937
Ni,Kr,150.316723,0.260323353
Ni,Kr,150.316723,0.226856994
Ni,Kr,294.4273175,0.781452961
Ni,Kr,294.4273175,0.638636063
Ni,Kr,403.4961694,0.840326758
Ni,Kr,412.0628895,0.991150329
Ni,Kr,448.1876178,1.147617883
Ni,Kr,508.3986394,1.105936493
Ni,Kr,607.7978005,1.200608386
Ni,Kr,508.3986394,1.353254846
Ni,Kr,601.4466085,1.538090887
Ni,Kr,757.8129871,1.684933326
Ni,Kr,757.8129871,1.468323549
Ni,Kr,859.6201149,1.846258443
Ni,Kr,877.8709077,1.50876389
Ni,Kr,995.8070176,1.914591274
Ni,Kr,1016.949226,1.653138517
Ni,Xe,100.9505591,0.050861263
Ni,Xe,102.1716804,0.102446703
Ni,Xe,153.6151405,0.130337705
Ni,Xe,153.5804211,0.115439277
Ni,Xe,153.7647909,0.219865159
Ni,Xe,152.0882739,0.192933429
Ni,Xe,207.8153995,0.391686965
Ni,Xe,3075.300225,3.130388767
Ni,Xe,46391.03724,7.500712347
Ni,Xe,614.5616937,0.911310445
Ni,Xe,1040.914571,2.248548599
Ni,Xe,312.5591672,0.600638918
Ni,Xe,312.6570074,0.710567775
Ni,Xe,413.4107367,0.993117364
Ni,Xe,955.037554,1.866299101
Ni,Xe,470.2924317,1.152419337
Ni,Xe,546.5183133,1.240892854
Ni,Xe,615.1603938,1.537278993
Ni,Xe,621.6495865,1.361487208
Ni,Xe,707.2815002,1.702411065
Ni,Xe,839.8181173,1.938534574
Ni,Xe,787.3118927,1.701523261
Ni,Hg,26.27428401,0.001736008
Ni,Hg,28.21772067,0.002362029
Ni,Hg,60.73831397,0.002444983
Ni,Hg,33.00678354,0.003865444
Ni,Hg,40.28718191,0.006170885
Ni,Hg,48.46999314,0.008290279
Ni,Hg,71.09856717,0.007230165
Ni,Hg,79.68087609,0.009958078
Ni,Hg,80.84957194,0.013385508
Ni,Hg,47.81511318,0.01340811
Ni,Hg,55.91831177,0.018464412
Ni,Hg,60.92044987,0.027725251
Ni,Hg,71.24243635,0.037250904
Ni,Hg,90.66265028,0.029815412
Ni,Hg,90.66954047,0.031710807
Ni,Hg,101.6158063,0.044216862
Ni,Hg,98.77732562,0.046455883
Ni,Hg,80.98239523,0.050674683
Ni,Hg,90.75088427,0.065622364
Ni,Hg,103.1485471,0.082906066
Ni,Hg,127.6246516,0.081834413
Ni,Hg,125.829528,0.083880762
Ni,Hg,127.6615126,0.103430501
Ni,Hg,149.3098483,0.153368557
Ni,Hg,153.6121128,0.155256584
Ni,Hg,201.2959179,0.257133694
Ni,Hg,204.195599,0.280293012
Ni,Hg,207.1276056,0.294446
Ni,Hg,225.5874931,0.345525191
Ni,Hg,249.1939261,0.390727588
Ni,Hg,256.3937682,0.420682318
Ni,Hg,308.4047951,0.475586813
Ni,Hg,295.5912128,0.538049448
Ni,Hg,326.4784697,0.544548881
Ni,Hg,415.7269967,0.713629474
Ni,Hg,392.7961439,0.740648048
Ni,Hg,788.1677185,1.437870059
Ni,Hg,4039.276266,5.154485479
Ni,Hg,4998.515244,5.755299946
Ni,Hg,6013.316812,7.269812137
Ni,Hg,8101.834417,7.262854335
Ni,Hg,10024.01287,6.994398974
Ni,Hg,12230.57512,8.306524216
Ni,Hg,15132.30661,7.999491904
Ni,Hg,15127.70738,6.251675769
Ni,Hg,20383.03247,6.56135874
Ni,Hg,25224.31964,7.509015849
Ni,Hg,10018.22504,4.378497269
Cu,H,84.1744409,0.000265431
Cu,H,81.63144707,0.00040716
Cu,H,104.1756695,0.001793489
Cu,H,99.90174344,0.001843376
Cu,H,208.8582902,0.012548544
Cu,H,249.6322834,0.013125362
Cu,H,515.3095056,0.026632773
Cu,H,526.2386826,0.026874484
Cu,H,1019.101763,0.032466574
Cu,H,1073.8126,0.030181728
Cu,H,2079.003816,0.031809163
Cu,H,2144.906754,0.027747307
Cu,H,5337.744881,0.020865999
Cu,H,8202.877764,0.018512528
Cu,H,10770.43023,0.015701658
Cu,H,21275.7894,0.010215036
Cu,H,30713.56669,0.01107411
Cu,H,33011.57478,0.005594575
Cu,H,51844.90278,0.007475313
