target,projectile,energy,yield
Al,Al,76.61900659,0.157367537
Al,Al,92.17286044,0.196374904
Al,Al,101.8166842,0.21936539
Al,Al,106.2206876,0.18013037
Al,Al,133.3797827,0.280539847
Al,Al,153.768539,0.354431867
Al,Al,172.2775991,0.381562364
Al,Al,207.2692721,0.512651093
Al,Al,219.3693865,0.494029352
Al,Al,317.4409579,0.70576696
Al,Al,440.124065,0.869798464
Al,Al,500.1971595,1.008162015
Al,Al,536.8854092,0.858971464
Al,Al,1092.379105,1.320731615
Al,Al,2159.878025,1.667639659
Al,Al,5435.684539,1.95520474
Al,Al,125178.7133,1.250897984
Al,Al,94206.53266,0.954348214
Al,Al,62405.61994,0.844155046
Al,Al,63285.35232,0.719278372
Al,Al,46957.86036,0.569418179
Al,Al,94136.47297,0.522005556
Al,Al,125007.7791,0.41298959
Al,Ar,99.68713541,0.112854468
Al,Ar,199.1295384,0.355558479
Al,Ar,199.1598018,0.334284127
Al,Ar,295.7799258,0.611940982
Al,Ar,295.6900422,0.692309207
Al,Ar,403.6464039,0.919514143
Al,Ar,499.0770794,1.106481777
Al,Ar,591.4445775,1.267342184
Al,Ar,591.4985079,1.221284148
Al,Ar,700.843234,1.506331944
Al,Ar,784.6167492,1.857909912
Al,Ar,1027.007111,2.000686273
Al,Ar,1012.57923,1.976150132
Al,Ar,5025.612789,2.076137739
Al,Ar,9935.833718,1.364734692
Al,Ar,40468.1935,1.027519151
Al,Ar,30421.61945,2.128012999
Al,Ar,29982.39339,2.467646573
Al,Ar,39802.78038,2.723675803
Al,Ar,49946.09927,2.560708415
Al,Ar,60073.4859,2.263442992
Al,Ar,70183.01621,2.690273018
Al,Ar,78605.60479,2.791730725
Al,Ar,90582.24244,2.757493323
Al,Ar,97266.48946,2.437383694
Al,Kr,104.1034209,0.089716453
Al,Kr,205.8622129,0.296365063
Al,Kr,202.8160039,0.383931405
Al,Kr,310.9171224,0.522261439
Al,Kr,407.3741051,0.737318708
Al,Kr,407.3492162,0.755721747
Al,Kr,504.2569085,0.954939257
Al,Kr,598.121234,1.162919027
Al,Kr,598.1943264,1.106970744
Al,Kr,751.2355541,1.331465765
Al,Kr,917.0884885,1.469142084
Al,Kr,1027.806435,1.562346637
Al,Xe,100.9121456,0.061107745
Al,Xe,198.4664419,0.24267595
Al,Xe,302.9667494,0.460364264
Al,Xe,401.7142099,0.641928461
Al,Xe,604.7493464,1.037630624
Al,Hg,127.24131,0.022690359
Al,Hg,152.9432837,0.051867842
Al,Hg,178.7300639,0.093784897
Al,Hg,208.9028201,0.146237566
Al,Hg,234.0071232,0.196642014
Al,Hg,254.7960309,0.245549659
Al,Hg,281.4382225,0.281247688
Al,Hg,315.3313994,0.314282697
Al,Hg,353.2901136,0.364442614
Al,Hg,363.4844192,0.368967582
Al,Hg,418.9459638,0.472247151
Al,Hg,518.5518514,0.540902478
Al,Hg,1025.834145,1.092912037
Al,Hg,2088.696842,1.662620536
Al,Hg,3109.781197,2.407491955
Al,Hg,20612.75867,7.30937018
Si,H,103.2407173,0.00135032
Si,H,100.4642198,0.002077976
Si,H,210.2357832,0.004789035
Si,H,299.6231442,0.005344199
Si,H,520.868903,0.007081198
Si,H,711.5622283,0.008405012
Si,H,1042.349325,0.006643579
Si,H,1013.426354,0.007153637
Si,H,2028.472569,0.007315686
Si,H,2115.158519,0.005648034
Si,D,52.85851485,0.002443055
Si,D,72.29117613,0.002267006
Si,D,71.26968196,0.00882256
Si,D,104.6592223,0.010350922
Si,D,213.206769,0.016526411
Si,D,308.6691326,0.018916752
Si,D,537.6894563,0.020856805
Si,D,724.9722519,0.018421339
Si,D,1079.877609,0.020569944
Si,D,1034.744502,0.025379006
Si,D,2078.14642,0.0188395
Si,D,2138.14465,0.016242959
Si,D,5392.220142,0.01026373
Si,He,51.92661888,0.01599689
Si,He,100.9955818,0.014653578
Si,He,101.0645117,0.017629615
Si,He,199.6882025,0.024860076
Si,He,104.2518895,0.036932873
Si,He,200.1246519,0.044922068
Si,He,209.0092264,0.058188752
Si,He,200.4252641,0.067471113
Si,He,302.1645959,0.064964506
Si,He,302.3433193,0.076255072
Si,He,407.589988,0.108952502
Si,He,503.843798,0.097467579
Si,He,525.3272087,0.080014417
Si,He,503.2025241,0.069018963
Si,He,792.7131887,0.098580733
Si,He,606.648974,0.149987017
Si,He,1051.382572,0.078916838
Si,He,2017.435431,0.085908638
Si,He,2103.743966,0.073182076
Si,He,3041.79726,0.084781608
Si,He,3044.704113,0.109829868
Si,He,5355.437635,0.068670337
Si,He,8085.342965,0.096890014
Si,He,10554.13696,0.04796142
Si,O,940.4998947,0.167345829
Si,O,995.2867731,0.147931295
Si,O,1943.568568,0.173239214
Si,O,1889.030742,0.173255035
Si,O,2938.212824,0.218612303
Si,O,2980.506758,0.22405254
Si,O,4018.883211,0.229418554
Si,O,4019.494942,0.24398678
Si,O,5047.135884,0.24082494
Si,O,4976.424933,0.252994742
Si,O,7101.692668,0.23761726
Si,O,7204.794788,0.255825281
Si,F,103.6021849,0.173691805
Si,F,100.7362072,0.196495067
Si,F,309.2014185,0.345175458
Si,F,309.2389708,0.362621054
